perc_change,high_perc,low_perc,age,liq,mcap,vol,m5,h1,h6,h24,watch_start_time,watch_end_time,watch_id
-64.08,22.68,-66.62,60,37000.00,109000.00,342000.00,-7.06,67.61,47.57,47.57,2025-07-18 10:22:49,2025-07-18 10:32:50,df3ddc29-a8e0-4257-94b3-018d232fe485
3.34,8.27,-2.71,7200,493000.00,7100000.00,7400000.00,3.54,36.51,44.36,17.47,2025-07-18 10:34:24,2025-07-18 10:44:25,5121e6ff-4757-4559-8855-5408d6c3620d
14.98,14.98,-1.72,7200,528000.00,8100000.00,7900000.00,-2.90,64.35,60.39,41.47,2025-07-18 10:45:59,2025-07-18 10:56:00,71d3ea46-1018-486b-b91f-44fbf8c59fc1
-60.86,6.06,-60.86,12,76000.00,394000.00,2000000.00,42.18,352.00,352.00,352.00,2025-07-18 11:15:26,2025-07-18 11:25:27,8751e0f1-57d1-44e5-b268-4d260478a84d
10.99,29.63,-16.45,10,51000.00,197000.00,567000.00,146.00,170.00,170.00,170.00,2025-07-18 11:27:13,2025-07-18 11:37:13,b9c868d4-8414-4d1a-9fa8-85cd348ebc08
-22.04,3.30,-24.06,2880,90000.00,582000.00,466000.00,5.06,155.00,272.00,551.00,2025-07-18 11:38:49,2025-07-18 11:48:50,82451e2a-ebef-44c9-b756-66e17bf97c29
2.74,2.83,-5.11,180,35000.00,102000.00,65000.00,0.48,18.17,30.41,30.41,2025-07-18 11:50:30,2025-07-18 12:00:31,45d1585d-1db2-4c94-bedf-50280b057887
4.66,6.20,-1.70,2880,179000.00,1900000.00,1700000.00,-1.04,13.54,40.28,73.85,2025-07-18 12:02:05,2025-07-18 12:12:05,b34eee8c-9f14-4cb9-82f9-426a3617e7ee
-37.59,10.25,-56.79,17,60000.00,285000.00,418000.00,24.32,291.00,291.00,291.00,2025-07-18 12:13:38,2025-07-18 12:23:39,2ae7d147-f03f-4822-960f-c10126077ae6
-17.19,12.12,-57.47,29,48000.00,181000.00,624000.00,4.32,150.00,150.00,150.00,2025-07-18 12:25:12,2025-07-18 12:35:13,bab3740b-f110-410e-960f-16921db2dc82
-8.27,17.45,-22.73,23,50000.00,181000.00,1500000.00,-8.65,150.00,150.00,150.00,2025-07-18 12:36:47,2025-07-18 12:46:47,527c5e72-066d-42c4-af80-e1ab6b45b2c9
30.49,43.50,-17.49,35,50000.00,173000.00,1600000.00,-1.74,138.00,138.00,138.00,2025-07-18 12:48:21,2025-07-18 12:58:22,c34d7adc-f3be-437e-b9aa-194504bfe496
-2.33,0.00,-4.16,4320,127000.00,887000.00,1400000.00,-1.49,4.60,40.02,1.58,2025-07-18 12:59:57,2025-07-18 13:09:58,c819ab1a-b907-428f-b4fd-eb9e247c57a5
0.00,0.00,0.00,300,35000.00,97000.00,68000.00,-0.11,-6.93,24.39,24.39,2025-07-18 13:13:02,2025-07-18 13:23:02,d9466ced-32a5-41da-b8d8-a49b1d245859
12.89,13.00,0.00,2880,167000.00,1600000.00,1700000.00,-0.83,-8.28,20.02,54.42,2025-07-18 13:27:07,2025-07-18 13:37:08,90270dc8-5254-46f0-b621-162c0cd2eb21
-12.35,28.54,-19.66,60,75000.00,380000.00,2500000.00,-5.80,91.67,421.00,421.00,2025-07-18 13:38:44,2025-07-18 13:48:45,d418cc9b-8434-4692-b00c-04a3a2d89b8d
5.02,9.38,-2.39,52,96000.00,1200000.00,238000.00,-1.11,62.91,62.91,62.91,2025-07-18 13:50:19,2025-07-18 14:00:19,c973b1c2-5041-4fe6-9e73-0ef26fe5166b
-13.18,21.94,-30.78,60,82000.00,462000.00,2800000.00,9.09,0.54,534.00,534.00,2025-07-18 14:01:53,2025-07-18 14:11:53,6a31b763-55dd-4d88-8362-1b29c6487376
15.46,15.66,-2.06,60,106000.00,1500000.00,340000.00,4.53,61.60,101.00,101.00,2025-07-18 14:13:31,2025-07-18 14:23:32,aaea4c1c-e77e-4783-9d6d-cfbc0519331b
-1.82,0.00,-2.01,43200,264000.00,1500000.00,559000.00,-0.57,21.96,37.17,8.69,2025-07-18 14:25:05,2025-07-18 14:35:05,bfc736d1-d18d-4f78-b751-06eb9fe1e28d
21.53,24.94,-1.95,34,61000.00,301000.00,123000.00,62.46,229.00,229.00,229.00,2025-07-18 14:36:39,2025-07-18 14:46:40,081a871b-1554-4c2b-a607-1e000f49e9e5
9.73,9.73,-3.65,45,69000.00,381000.00,194000.00,8.35,317.00,317.00,317.00,2025-07-18 14:48:13,2025-07-18 14:58:14,1fd14535-add8-49fb-9fc3-7b615c328270
19.12,78.41,-11.37,60,78000.00,382000.00,7500000.00,40.10,80.66,424.00,424.00,2025-07-18 14:59:47,2025-07-18 15:09:48,0e61677d-f9e4-4ca1-ad2b-91be7ec374ea
-20.67,0.00,-33.98,36,39000.00,121000.00,404000.00,23.01,65.12,65.12,65.12,2025-07-18 15:11:24,2025-07-18 15:21:24,89a05126-409a-443f-9ee8-88afdd60873f
0.70,0.89,-0.13,43200,262000.00,1500000.00,574000.00,-0.05,-0.96,43.75,10.59,2025-07-18 15:22:59,2025-07-18 15:33:00,1567abb5-e419-4612-9f69-2590a85ddc42
4.07,7.59,-16.92,120,79000.00,377000.00,8400000.00,4.66,73.03,418.00,418.00,2025-07-18 15:35:43,2025-07-18 15:45:44,7c03cfac-e953-49e5-a721-001b302ea0b3
-0.23,9.42,-12.09,780,57000.00,225000.00,946000.00,36.04,71.23,3250.00,197.00,2025-07-18 15:47:18,2025-07-18 15:57:19,6e6bd451-4aa7-46a5-a107-344a9eb7ea19
70.29,139.92,-12.34,33,96000.00,595000.00,2700000.00,172.00,693.00,693.00,668.00,2025-07-18 15:58:52,2025-07-18 16:08:52,67ba5532-90e4-4ebe-956c-62876b0de55b
0.23,0.23,-0.19,1440,67000.00,352000.00,320000.00,10.59,17.71,34.78,158.00,2025-07-18 16:10:26,2025-07-18 16:20:27,0d394417-cacd-4a98-9707-78c4214827be
15.90,98.90,-1.26,56,82000.00,397000.00,5200000.00,0.79,429.00,429.00,429.00,2025-07-18 16:22:01,2025-07-18 16:32:01,07ae18ae-19cf-4ff6-9db1-193ae5739c05
11.65,13.89,-5.22,840,38000.00,111000.00,1000000.00,14.18,-2.97,1525.00,46.73,2025-07-18 16:33:34,2025-07-18 16:43:34,f7fe1aa7-bd84-4754-b639-efa0aff75df0
0.68,3.89,-5.06,60,51000.00,201000.00,692000.00,-2.06,10.75,176.00,176.00,2025-07-18 16:45:08,2025-07-18 16:55:09,f27d0f94-55f9-4c7f-b9a9-2413d3228ef0
-0.28,0.01,-0.61,1440,66000.00,339000.00,320000.00,0.49,3.68,83.90,117.00,2025-07-18 16:56:42,2025-07-18 17:06:43,c57ccf86-75e2-4a2f-b139-50bd0f70a30f
186.68,186.68,0.00,60,120000.00,779000.00,16400000.00,1.93,83.75,865.00,865.00,2025-07-18 17:08:16,2025-07-18 17:18:16,376421cc-7c11-402f-9769-41be0be01a8a
-20.19,10.94,-40.38,60,207000.00,2200000.00,17400000.00,64.02,2.80,2655.00,2655.00,2025-07-18 17:19:49,2025-07-18 17:29:51,c5f80c5b-20e7-4d5d-b59e-8118f29c2e2c
1.84,3.77,-4.48,120,51000.00,212000.00,740000.00,2.15,-1.27,191.00,191.00,2025-07-18 17:31:24,2025-07-18 17:41:25,f771cd55-5f7a-47a9-affd-937e0b60bc27
-25.78,9.99,-41.51,120,49000.00,179000.00,1000000.00,4.16,-2.07,129.00,129.00,2025-07-18 17:42:58,2025-07-18 17:52:58,556c46c0-a02d-4b8d-8ea3-24fcac609d06
-14.29,24.19,-34.60,49,43000.00,139000.00,886000.00,16.56,92.41,92.41,92.41,2025-07-18 17:55:42,2025-07-18 18:05:43,408eb88b-0e92-424f-918f-e63e35ed2939
36.10,55.94,-8.30,60,52000.00,198000.00,1000000.00,33.77,187.00,174.00,174.00,2025-07-18 18:07:17,2025-07-18 18:17:18,d711ea96-25e0-4039-a250-c04f40cb7530
0.21,0.21,-0.57,86400,380000.00,2800000.00,495000.00,0.55,-0.11,23.68,32.37,2025-07-18 18:18:52,2025-07-18 18:28:52,e00f9f34-0002-4714-b961-d08ae74c5a70
1.14,1.14,0.00,240,42000.00,140000.00,325000.00,2.05,-1.01,162.00,162.00,2025-07-18 18:30:26,2025-07-18 18:40:27,1f47d8d9-1993-4673-90a9-6d55a73a51e5
-1.55,22.40,-8.56,34,35000.00,98000.00,99000.00,3.19,36.64,36.64,36.64,2025-07-18 18:42:01,2025-07-18 18:52:01,add63589-d1eb-42e6-b223-02907104cbd5
-0.25,0.25,-0.25,86400,380000.00,2800000.00,490000.00,-0.20,-1.44,20.33,35.84,2025-07-18 18:53:36,2025-07-18 19:03:37,e7138a9c-28e0-4fe1-b6e2-5dc9407bb5d9
18.55,24.00,-6.21,57,38000.00,116000.00,170000.00,6.31,60.67,60.67,60.67,2025-07-18 19:05:14,2025-07-18 19:15:15,8606868b-9b0e-40a8-84b4-c405654a36f9
-10.20,0.49,-10.20,1440,170000.00,1800000.00,1600000.00,2.88,24.56,34.64,38.47,2025-07-18 19:16:50,2025-07-18 19:26:51,5a853b16-0c85-4450-8f24-41057c73240f
75.19,89.49,-0.66,27,36000.00,106000.00,215000.00,0.19,46.40,46.40,46.40,2025-07-18 19:28:30,2025-07-18 19:38:30,0b088356-4ad0-4cda-9edf-b909c42c6fce
-6.74,5.28,-7.50,32,106000.00,881000.00,670000.00,3.67,784.00,784.00,784.00,2025-07-18 19:40:04,2025-07-18 19:50:04,44e26fe4-2e23-42ee-9aab-445c5d1128fb
59.14,59.14,0.00,44,95000.00,699000.00,866000.00,-1.80,602.00,602.00,602.00,2025-07-18 19:51:38,2025-07-18 20:01:39,a48613e1-141b-4e9b-b0a6-96349ac12051
-5.59,2.29,-6.49,1440,173000.00,1800000.00,1600000.00,10.01,15.40,50.43,36.41,2025-07-18 20:03:12,2025-07-18 20:13:12,bee47df5-1192-48a0-b9ae-337c5a30ad01
-18.51,0.87,-26.68,60,41000.00,136000.00,362000.00,5.12,122.00,86.96,86.96,2025-07-18 20:15:56,2025-07-18 20:25:57,5193605a-27f1-467d-8500-757ec53911ac
-8.03,4.66,-9.59,86400,798000.00,6300000.00,4600000.00,4.91,38.90,32.68,6.86,2025-07-18 20:28:59,2025-07-18 20:38:59,1e328a16-5e08-4b93-82dc-7e77fbe36277
-0.16,3.13,-0.47,86400,747000.00,5500000.00,4700000.00,-7.23,24.23,28.82,-5.90,2025-07-18 20:40:33,2025-07-18 20:50:34,4fa45db2-fa0c-49fa-b600-62ecfbb89669
-0.50,0.07,-0.93,15840,194000.00,1300000.00,339000.00,1.58,-4.35,24.50,2.00,2025-07-18 20:52:07,2025-07-18 21:02:07,4a68930e-cb74-4729-942b-e0b3ebdde098
-55.34,0.00,-56.18,300,41000.00,107000.00,2600000.00,-3.11,75.50,25.80,25.80,2025-07-18 21:03:41,2025-07-18 21:13:41,f4722462-8eba-452b-90ca-e25d249bc7ec
-2.27,36.35,-2.45,15,50000.00,195000.00,481000.00,-6.19,170.00,170.00,170.00,2025-07-18 21:15:15,2025-07-18 21:25:16,b19c302c-80d6-4acf-a2ca-d2d96752568e
0.07,0.07,0.00,15840,193000.00,1300000.00,344000.00,0.09,6.37,23.23,3.52,2025-07-18 21:26:49,2025-07-18 21:36:50,ef6a9e74-a6fa-45d3-8e39-37ae77aa038e
-9.67,11.18,-25.76,38,66000.00,330000.00,1000000.00,-4.46,357.00,357.00,357.00,2025-07-18 21:38:23,2025-07-18 21:48:24,3944ad9c-3a6e-4df6-88d8-2cfd6d80d714
-0.27,1.71,-4.66,20160,491000.00,8900000.00,3600000.00,-5.38,34.44,39.22,-4.89,2025-07-18 21:49:57,2025-07-18 21:59:57,e664ffcf-6b45-4d69-a3be-86fb2c90f80e
16.32,16.32,-7.94,120,101000.00,1000000.00,386000.00,-6.37,39.32,2305.00,2305.00,2025-07-18 22:01:32,2025-07-18 22:11:33,f6c6ba36-2522-45d9-8b16-738f7e6926b3
0.54,3.15,-4.54,120,108000.00,1100000.00,397000.00,20.54,-7.94,2622.00,2622.00,2025-07-18 22:13:06,2025-07-18 22:23:07,0c4896f6-c454-448a-890d-52fe5e3a537c
-17.84,0.47,-37.91,15,40000.00,128000.00,248000.00,62.79,76.51,76.51,76.51,2025-07-18 22:27:25,2025-07-18 22:37:26,a7a95509-4ff4-4d33-b22d-a833b8b13481
-8.14,10.53,-11.45,27,37000.00,105000.00,381000.00,-1.73,45.20,45.20,45.20,2025-07-18 22:39:00,2025-07-18 22:49:01,49a32c5b-b121-46c5-99a2-8e2d93816d54
-97.94,1.67,-98.00,120,76000.00,420000.00,1500000.00,3.26,32.36,481.00,481.00,2025-07-19 08:28:56,2025-07-19 08:38:56,5e2e5ce7-7907-455e-b309-acd3b02028b0
5.28,9.46,-0.93,300,230000.00,3000000.00,1400000.00,-6.50,16.42,201.00,201.00,2025-07-19 08:40:30,2025-07-19 08:50:30,992e6a44-67a6-4a0e-abb5-2625ae2ef3e4
23.31,25.62,-11.67,180,63000.00,300000.00,981000.00,22.57,208.00,287.00,287.00,2025-07-19 08:52:04,2025-07-19 09:02:04,16f1ea70-396f-4021-a179-f25eeab6923b
1.58,19.97,-6.45,180,68000.00,347000.00,1000000.00,1.59,176.00,348.00,348.00,2025-07-19 09:03:37,2025-07-19 09:13:38,27922410-dfdc-423d-a59e-ce532c59b806
-19.37,1.22,-33.13,360,40000.00,120000.00,621000.00,-1.82,8.74,212.00,68.80,2025-07-19 09:15:16,2025-07-19 09:25:17,ad960bf3-1ef5-4d59-8e81-00531026ac3f
-5.22,0.17,-10.51,1440,177000.00,1700000.00,6700000.00,-5.50,-8.58,83.12,14.08,2025-07-19 09:26:58,2025-07-19 09:36:59,926ffc53-1dd9-4ef7-97b2-9480b891fa02
-15.64,4.46,-16.65,240,45000.00,153000.00,764000.00,13.64,31.40,112.00,112.00,2025-07-19 09:38:33,2025-07-19 09:48:34,9fd5db15-79b0-4c24-9178-16238d39913c
-51.54,1.74,-56.07,12,44000.00,147000.00,399000.00,0.07,96.77,96.77,96.77,2025-07-19 09:50:55,2025-07-19 10:00:56,4f5a35db-5a18-4a5b-b106-a8255eabcad6
-12.07,13.59,-41.41,120,62000.00,297000.00,367000.00,-5.04,555.00,308.00,308.00,2025-07-19 10:02:31,2025-07-19 10:12:32,a0f31e72-985d-48d2-9c0d-19a15028aa47
7.76,37.38,-15.75,120,58000.00,260000.00,482000.00,45.63,437.00,256.00,256.00,2025-07-19 10:14:07,2025-07-19 10:24:07,4d3a4dad-7fa7-40ac-b027-c0fe650fe867
-6.28,14.53,-7.22,1440,211000.00,2300000.00,8300000.00,9.15,62.05,130.00,1243.00,2025-07-19 10:25:41,2025-07-19 10:35:41,81958f34-99dc-4870-9797-63446c4ad355
-17.11,2.50,-24.98,300,52000.00,204000.00,925000.00,17.19,20.05,182.00,182.00,2025-07-19 10:37:16,2025-07-19 10:47:17,26607733-dd35-468a-a67e-f0139b9cbce1
-8.39,0.00,-12.69,1440,212000.00,2300000.00,8400000.00,-0.93,41.85,126.00,1084.00,2025-07-19 10:48:55,2025-07-19 10:58:56,798a6cb5-9e55-421a-8a37-61e6853ec76f
77.50,135.43,-19.48,180,55000.00,241000.00,408000.00,14.72,49.45,232.00,232.00,2025-07-19 11:00:33,2025-07-19 11:10:33,72dae87d-42e7-463b-a886-10c11baa5e10
2.73,7.63,-11.84,180,71000.00,393000.00,690000.00,-5.12,122.00,442.00,442.00,2025-07-19 11:12:06,2025-07-19 11:22:06,67e308e0-c812-492c-a62b-0003880086f0
14.45,19.85,-8.93,60,99000.00,742000.00,1300000.00,15.58,262.00,812.00,812.00,2025-07-19 11:29:22,2025-07-19 11:39:22,d9d2a3de-18d9-4d3e-8da7-e0909078aa9a
-7.48,11.31,-7.48,60,103000.00,786000.00,1500000.00,9.22,228.00,866.00,866.00,2025-07-19 11:41:00,2025-07-19 11:51:00,e1500284-11a9-4999-8506-71a40bba11d7
-10.83,0.19,-12.16,540,37000.00,104000.00,776000.00,0.42,61.56,120.00,46.24,2025-07-19 11:52:39,2025-07-19 12:02:40,e5320e23-c790-46ea-9675-7046b3289157
-0.19,4.92,-13.51,600,115000.00,1600000.00,3600000.00,7.57,71.99,150.00,3658.00,2025-07-19 12:05:16,2025-07-19 12:15:17,ee0a1ceb-139d-4cf5-a216-26d9b2e8442e
17.60,19.09,-2.61,600,115000.00,1500000.00,3700000.00,10.50,45.90,203.00,3592.00,2025-07-19 12:17:03,2025-07-19 12:27:03,f4a1aeb9-a60f-45fd-bbea-7136cb425d11
-1.97,5.23,-11.76,1440,65000.00,330000.00,401000.00,-7.36,98.95,227.00,241.00,2025-07-19 12:28:38,2025-07-19 12:38:38,b7a64a2b-dfe1-4936-bc97-36e3dff39c2d
-24.87,0.69,-26.84,1440,65000.00,330000.00,421000.00,8.24,88.53,229.00,223.00,2025-07-19 12:40:13,2025-07-19 12:50:14,86a63d20-bbc8-4d1f-8fca-ca48aee8e6f7
9.93,19.47,-10.44,31,43000.00,150000.00,253000.00,19.08,98.97,98.97,98.97,2025-07-19 12:51:52,2025-07-19 13:01:53,9c5f8d22-ec6b-41c9-9e14-62edfabed00a
16.96,20.00,-9.56,43,44000.00,157000.00,290000.00,-7.58,108.00,108.00,108.00,2025-07-19 13:03:31,2025-07-19 13:13:32,aa3cf37f-c554-42b5-8f27-d0e0b8597f84
-0.96,0.08,-4.58,5760,431000.00,6100000.00,4800000.00,-5.73,-0.14,51.50,35.86,2025-07-19 13:15:09,2025-07-19 13:25:09,f6a0426a-7948-40b6-bd01-e8e22cc66385
-45.27,7.51,-48.38,22,45000.00,139000.00,265000.00,25.59,78.75,78.75,78.75,2025-07-19 13:26:43,2025-07-19 13:36:44,2025e4b2-7d9a-48e0-90e7-3caec84fd0f3
-32.37,11.71,-43.86,17,40000.00,122000.00,521000.00,48.89,67.78,67.78,67.78,2025-07-19 13:38:18,2025-07-19 13:48:19,c7e26feb-9abd-4468-a8ee-aacd680df8ab
-0.87,0.39,-18.48,240,39000.00,121000.00,707000.00,-2.66,79.93,54.82,54.82,2025-07-19 13:53:45,2025-07-19 14:03:45,ec5e8454-9c0f-4f9f-ba3c-e118518290f7
27.42,27.92,-19.52,20,45000.00,158000.00,345000.00,17.59,127.00,127.00,127.00,2025-07-19 14:12:38,2025-07-19 14:22:39,b7ac1420-aec5-46dd-b787-ff4217b113de
-0.71,12.73,-15.91,32,52000.00,211000.00,376000.00,66.08,202.00,202.00,202.00,2025-07-19 14:24:13,2025-07-19 14:34:13,dc752c11-655d-4778-b321-1f51c3fd2375
-3.97,1.19,-3.97,5760,437000.00,6300000.00,4700000.00,1.44,10.85,58.10,55.86,2025-07-19 14:35:52,2025-07-19 14:45:53,65e6d281-b76b-4c71-a305-4749ffd1aa07
26.08,42.65,-8.09,259200,16000.00,101000.00,232000.00,37.19,23.09,5295.00,5295.00,2025-07-24 11:13:44,2025-07-24 11:23:44,509a50d7-ded6-4a4f-819e-232cea45824c
3.78,27.86,0.00,259200,18000.00,118000.00,239000.00,22.79,28.47,6175.00,6175.00,2025-07-24 11:25:18,2025-07-24 11:35:19,840f3bb0-a609-4b70-b56f-243bc34edee6
-3.40,2.55,-17.50,1440,109000.00,804000.00,576000.00,22.80,85.39,434.00,436.00,2025-07-24 11:37:03,2025-07-24 11:47:04,c0b95b15-aa00-4bbd-a617-86737309f45f
-9.77,0.12,-11.83,1440,106000.00,749000.00,600000.00,4.09,43.38,445.00,441.00,2025-07-24 11:48:38,2025-07-24 11:58:38,9a6bd665-dc27-47ca-a5a2-ee3166a69038
-8.39,11.70,-49.12,0,165000.00,543000.00,1700000.00,-1.66,1881.00,1881.00,1881.00,2025-07-24 12:00:13,2025-07-24 12:10:13,86d2cd28-8a15-416b-89df-c81d76a3ed6e
39.75,50.03,-14.63,0,161000.00,517000.00,2100000.00,25.36,1787.00,1787.00,1787.00,2025-07-24 12:11:47,2025-07-24 12:21:47,e27999d7-d70e-44d1-90de-68af0ea6805f
11.44,38.11,-12.25,120,71000.00,317000.00,3600000.00,9.24,402.00,295.00,295.00,2025-07-24 12:23:21,2025-07-24 12:33:21,a9df5052-c653-4ce1-ac48-e9793a17b9f6
-15.80,9.94,-30.71,18,68000.00,345000.00,377000.00,15.81,319.00,319.00,319.00,2025-07-24 12:34:55,2025-07-24 12:44:55,0d6222df-a435-4533-9a12-51c61d4f65c5
-21.71,10.38,-38.25,120,73000.00,334000.00,3800000.00,13.81,208.00,317.00,317.00,2025-07-24 12:46:29,2025-07-24 12:56:30,ff8b5858-43c4-4289-9240-ffa0ef1a4d67
4.80,5.56,-5.88,180,78000.00,406000.00,3000000.00,20.91,15.96,398.00,398.00,2025-07-24 12:58:04,2025-07-24 13:08:05,3045d6bc-8b7a-46ca-b98b-af9001fb7648
0.37,1.74,-13.32,180,77000.00,397000.00,3000000.00,2.93,19.64,386.00,386.00,2025-07-24 13:10:33,2025-07-24 13:20:33,07891641-b56a-4351-a91f-3f7334514c2f
-34.30,20.12,-46.37,58,72000.00,369000.00,996000.00,11.42,378.00,378.00,378.00,2025-07-24 13:22:07,2025-07-24 13:32:07,7225c07e-e06b-4e69-90be-930aa0240777
12.80,14.16,-21.26,60,138000.00,2300000.00,1100000.00,9.84,121.00,227.00,227.00,2025-07-24 13:33:40,2025-07-24 13:43:41,13e5e5d0-8028-4737-beac-a2e2250a14ff
-27.49,15.95,-36.37,60,69000.00,332000.00,1200000.00,9.50,50.67,329.00,329.00,2025-07-24 13:45:15,2025-07-24 13:55:16,3b2f4551-b04f-4082-8efc-909d256aef43
13.43,16.03,-2.45,60,160000.00,3000000.00,1700000.00,8.83,121.00,327.00,327.00,2025-07-24 13:56:51,2025-07-24 14:06:51,eddeb881-e248-475f-be70-ac0ff677474b
-3.11,0.54,-6.27,8640,306000.00,4100000.00,7200000.00,11.94,14.86,178.00,194.00,2025-07-24 14:08:28,2025-07-24 14:18:28,64edd75b-bcab-494c-8313-9c4b77ad2370
1.01,7.84,0.00,8640,301000.00,3900000.00,7200000.00,2.96,3.77,161.00,163.00,2025-07-24 14:20:03,2025-07-24 14:30:04,754f7a59-9061-41dd-b002-441a30cbf3a7
-31.01,2.62,-42.61,51,67000.00,311000.00,1300000.00,36.10,274.00,274.00,274.00,2025-07-24 14:31:37,2025-07-24 14:41:37,b3f74474-99e7-4560-aeb0-a041d98ff145
-48.89,62.56,-52.90,37,63000.00,248000.00,2400000.00,-6.02,221.00,221.00,221.00,2025-07-24 14:43:11,2025-07-24 14:53:12,eeb4224d-0f73-4e9a-8f26-9a4d0334213b
-8.31,0.08,-12.74,1140,301000.00,6300000.00,13400000.00,2.88,136.00,252.00,7961.00,2025-07-24 14:54:47,2025-07-24 15:04:48,95f996d3-e7cb-47dc-979b-6a8de1f6bfd5
-7.08,1.01,-14.03,1140,275000.00,5500000.00,13500000.00,-3.27,70.11,321.00,7015.00,2025-07-24 15:06:21,2025-07-24 15:16:22,d66284c0-794f-42c9-8903-51ebd18f7af6
94.93,138.28,-11.02,1440,115000.00,782000.00,3000000.00,-0.46,101.00,95.39,269.00,2025-07-24 15:17:56,2025-07-24 15:27:57,736c5e92-1b91-4213-a562-4a935cb54e1b
-20.90,0.00,-23.02,1200,58000.00,218000.00,3600000.00,5.66,47.82,775.00,179.00,2025-07-24 15:30:40,2025-07-24 15:40:40,8282fade-38ea-4b4d-b2c5-71ea8e0433f5
15.65,36.81,-7.95,1440,277000.00,4300000.00,4900000.00,22.15,1688.00,961.00,3862.00,2025-07-24 15:42:26,2025-07-24 15:52:26,4c17b4df-08f2-4bea-98ce-80ac857cb558
-9.47,0.43,-23.91,180,56000.00,209000.00,1600000.00,12.81,74.63,172.00,172.00,2025-07-24 15:54:07,2025-07-24 16:04:08,19c08ab2-81a4-4ea3-9307-f2dd9df6c1ad
41.61,48.19,-1.77,1260,45000.00,131000.00,3600000.00,10.65,48.91,336.00,68.45,2025-07-24 16:05:43,2025-07-24 16:15:44,c2f282a3-0e58-42ee-90fe-32f0d9228eb4
-6.67,14.47,-10.70,1140,52000.00,202000.00,434000.00,28.34,59.11,182.00,156.00,2025-07-24 16:17:21,2025-07-24 16:27:22,0fa842f9-2f67-420d-800f-e0ab413cd201
-2.83,1.59,-12.71,172800,126000.00,1100000.00,891000.00,7.85,188.00,7890.00,7890.00,2025-07-24 16:29:09,2025-07-24 16:39:10,38eaefa6-6ba1-45bd-b4a9-5e596de1396c
25.59,31.31,0.00,172800,122000.00,1100000.00,929000.00,3.75,146.00,7300.00,7300.00,2025-07-24 16:40:45,2025-07-24 16:50:45,6cdd7a4d-421a-4f1f-b336-a1c6df5dd404
-29.64,1.33,-31.04,60,63000.00,278000.00,826000.00,3.58,116.00,257.00,257.00,2025-07-24 16:52:18,2025-07-24 17:02:19,b99530d1-2f60-4cc5-a9b9-0c7664932d4b
-24.71,0.36,-24.75,1200,55000.00,221000.00,557000.00,6.85,77.48,210.00,180.00,2025-07-24 17:03:53,2025-07-24 17:13:53,f7b7f9a5-e890-4bdd-8059-971bfe9bd02c
20.04,20.83,0.00,120,61000.00,262000.00,980000.00,3.37,97.25,236.00,236.00,2025-07-24 17:15:27,2025-07-24 17:25:28,d0eab3f4-d898-46f3-bfe7-643a59379787
-14.69,4.48,-16.53,2880,91000.00,517000.00,521000.00,7.92,83.35,221.00,475.00,2025-07-24 17:27:02,2025-07-24 17:37:03,8c665c1a-ce7a-44e2-bd6b-c2e13d6ac814
-31.48,3.52,-40.13,18,65000.00,307000.00,474000.00,33.20,297.00,297.00,297.00,2025-07-24 17:38:41,2025-07-24 17:48:41,9f979c19-2bf0-4dc8-8c60-ef3955cb08c5
8.28,13.03,-4.95,180,57000.00,246000.00,364000.00,8.29,48.91,214.00,214.00,2025-07-24 17:51:19,2025-07-24 18:01:19,7c8d2b74-ad0b-4ecf-95ac-54dc6b347634
17.60,17.60,-1.46,180,61000.00,280000.00,371000.00,0.72,70.33,257.00,257.00,2025-07-24 18:02:58,2025-07-24 18:12:59,b1d09374-b151-45a3-a604-4f0cba87b28b
-22.46,0.00,-22.46,12960,184000.00,1600000.00,4000000.00,40.88,139.00,137.00,842.00,2025-07-24 18:14:44,2025-07-24 18:24:44,432ecea3-f2e3-49de-9c78-9319b027cddc
23.47,24.01,-6.34,240,56000.00,222000.00,2100000.00,-5.50,-1.83,167.00,167.00,2025-07-24 18:26:18,2025-07-24 18:36:18,b3686a82-b4d1-4fe4-981c-f91825448759
1.37,2.36,-12.06,12960,177000.00,1500000.00,4100000.00,9.51,133.00,135.00,833.00,2025-07-24 18:37:55,2025-07-24 18:47:56,7cac1af5-4306-47f3-868d-2cdccc318bcf
-20.55,6.06,-20.55,180,47000.00,162000.00,888000.00,-8.51,5.99,107.00,107.00,2025-07-24 18:49:33,2025-07-24 18:59:34,b90006a3-600a-4718-ad78-943551a2e7f6
-4.89,0.00,-10.49,34560,129000.00,529000.00,586000.00,18.30,62.55,278.00,124.00,2025-07-24 19:01:12,2025-07-24 19:11:12,2e9c1912-c5ea-4da9-9217-bc685bd092c8
-12.68,10.60,-17.04,60,68000.00,340000.00,1000000.00,-1.93,197.00,340.00,340.00,2025-07-24 19:12:47,2025-07-24 19:22:47,848b96e4-8bf8-4e28-b71e-ed2e2e881357
-4.08,5.48,-8.86,34560,116000.00,428000.00,622000.00,-5.58,28.58,231.00,96.80,2025-07-24 19:25:44,2025-07-24 19:35:44,7c0c541a-504b-481f-bdd8-679f1893fcef
1.85,30.87,-0.66,240,47000.00,163000.00,1000000.00,-0.03,-6.20,109.00,109.00,2025-07-24 19:42:48,2025-07-24 19:52:48,2e2b8a11-5f36-44da-8ecb-66608858adfb
